,Avg_Traffic,Hour,Region,Weekday
854,3721.524202399693,11,14,2
855,3549.8003657957297,11,15,2
856,4183.151678777191,11,16,2
857,3972.6142281008006,11,17,2
858,4218.968534837708,11,18,2
859,4260.7543008733255,11,19,2
860,3925.642311935912,11,20,2
861,4061.962917244562,11,21,2
862,3594.9373621788527,11,22,2
863,3926.7039141725118,11,23,2
864,4311.8004914818775,12,0,2
865,3518.5446160806146,12,1,2
866,3758.8314216202725,12,2,2
867,3809.92642327959,12,3,2
868,3547.9214495216756,12,4,2
869,4468.037168918773,12,5,2
870,4091.606851866689,12,6,2
871,3964.386147745216,12,7,2
872,3595.2492874089658,12,8,2
873,3542.3093182620046,12,9,2
874,4364.149835924555,12,10,2
875,3846.401614148508,12,11,2
876,4124.986412966452,12,12,2
877,4042.4607067701586,12,13,2
878,3851.1121584317016,12,14,2
879,3872.4228562247717,12,15,2
880,4194.889362928697,12,16,2
881,3680.103553165279,12,17,2
882,4334.457681935433,12,18,2
883,4090.363636262054,12,19,2
884,4287.051528125186,12,20,2
885,3682.8508891270903,12,21,2
886,3515.510182305531,12,22,2
887,3859.929504570601,12,23,2
888,4478.0642252210155,13,0,2
889,3640.090510654847,13,1,2
890,4158.592989826253,13,2,2
891,3885.071241770381,13,3,2
892,4233.324943542802,13,4,2
893,4351.542503229793,13,5,2
894,4451.430910966952,13,6,2
895,3986.5942350096707,13,7,2
896,3983.4100761029995,13,8,2
897,3850.7983726093094,13,9,2
898,4274.937303374375,13,10,2
899,4212.405616560273,13,11,2
900,4100.158704955217,13,12,2
901,4636.248156326308,13,13,2
902,4507.646551857854,13,14,2
903,4257.489734620094,13,15,2
904,3703.390079404778,13,16,2
905,4035.7622168737244,13,17,2
906,3651.5885159856384,13,18,2
907,4115.787066227619,13,19,2
908,4341.787412779887,13,20,2
909,4683.566225920013,13,21,2
910,3640.7036371843533,13,22,2
911,4115.158202979359,13,23,2
912,3951.4474106469256,14,0,2
913,3599.8074147697052,14,1,2
914,4200.357525261987,14,2,2
915,4094.7733962907305,14,3,2
916,4201.525553429901,14,4,2
917,4026.971464315771,14,5,2
918,4262.200926076687,14,6,2
919,3993.3423841835347,14,7,2
920,3956.902859720764,14,8,2
921,3769.3002903789106,14,9,2
922,3988.432573938009,14,10,2
923,4006.7649388723075,14,11,2
924,3762.9265230699298,14,12,2
925,4123.011295310223,14,13,2
926,3879.3918667847356,14,14,2
927,3987.515998895303,14,15,2
928,3562.4746230585047,14,16,2
929,3959.5847335679364,14,17,2
930,3226.8519095441043,14,18,2
931,3843.4242728730383,14,19,2
932,3874.005065134249,14,20,2
933,4368.994248595167,14,21,2
934,4233.025119003003,14,22,2
935,4113.721770479284,14,23,2
936,3897.746610512401,15,0,2
937,4256.528450817982,15,1,2
938,4085.023615864924,15,2,2
939,4021.240174744591,15,3,2
940,4230.54789396331,15,4,2
941,4097.535963448335,15,5,2
942,3641.5910730137575,15,6,2
943,4121.263473945301,15,7,2
944,4305.072016213303,15,8,2
945,4069.2741162559887,15,9,2
946,3970.6960376876327,15,10,2
947,3763.476053045004,15,11,2
948,3298.42037616983,15,12,2
949,4014.1370860919624,15,13,2
950,4079.453059759534,15,14,2
951,3581.466177330412,15,15,2
952,4245.202626866961,15,16,2
953,4227.940364454214,15,17,2
954,4060.21753320585,15,18,2
955,4304.211025929894,15,19,2
956,3878.4302117918323,15,20,2
957,4270.9782249300315,15,21,2
958,3581.282387659097,15,22,2
959,4073.0686864476343,15,23,2
960,4220.797519916115,16,0,2
961,3939.51155180668,16,1,2
962,4009.7766270957204,16,2,2
963,4199.9914504207245,16,3,2
964,4196.151281124635,16,4,2
965,3556.2229452297697,16,5,2
966,3670.7644569203517,16,6,2
967,4179.518712516568,16,7,2
968,4179.842642257663,16,8,2
969,4186.75712190449,16,9,2
970,4424.447657742572,16,10,2
971,4422.950408120902,16,11,2
972,4082.5051985713567,16,12,2
973,3803.360864892783,16,13,2
974,3878.7808770508063,16,14,2
975,4184.221238470854,16,15,2
976,4077.126371021167,16,16,2
977,3857.2630939466508,16,17,2
978,3937.705771434541,16,18,2
979,3452.8769450690884,16,19,2
980,4349.961617138316,16,20,2
981,4141.888042567282,16,21,2
982,3790.848913981935,16,22,2
983,4657.390581401867,16,23,2
984,3925.3268735967804,17,0,2
985,3794.5374701056644,17,1,2
986,3820.095432765219,17,2,2
987,3898.1004810386344,17,3,2
988,4187.090049005408,17,4,2
989,4630.662659594184,17,5,2
990,4787.309725635938,17,6,2
991,4234.597979706658,17,7,2
992,4198.610081916306,17,8,2
993,3968.381890789871,17,9,2
994,3983.1565350741703,17,10,2
995,4778.424840677933,17,11,2
996,4170.332032824865,17,12,2
997,4076.5340987094496,17,13,2
998,4325.909412923292,17,14,2
999,4117.374374355362,17,15,2
1000,3618.0095711908934,17,16,2
1001,3409.264536160854,17,17,2
1002,4578.830714833542,17,18,2
1003,3779.519348880681,17,19,2
1004,3958.4586688843706,17,20,2
1005,4303.583676728578,17,21,2
1006,4833.408087282916,17,22,2
1007,4190.497387415269,17,23,2
1008,3525.269079309266,18,0,2
1009,3924.4970535736456,18,1,2
1010,3819.839740694808,18,2,2
1011,4551.516710774397,18,3,2
1012,4348.565726740368,18,4,2
1013,4328.263302226034,18,5,2
1014,3501.877822556128,18,6,2
1015,4141.068631297401,18,7,2
1016,4310.812753904104,18,8,2
1017,4053.850479679978,18,9,2
1018,3663.8054200426764,18,10,2
1019,3779.1550244458604,18,11,2
1020,3617.9066126071857,18,12,2
1021,3962.7191276246313,18,13,2
1022,4098.110792181979,18,14,2
1023,4408.450544086649,18,15,2
1024,4285.826685252911,18,16,2
1025,3856.0659916492486,18,17,2
1026,3540.1620319932904,18,18,2
1027,4361.438632785582,18,19,2
1028,3928.516049602681,18,20,2
1029,4201.341023800353,18,21,2
1030,3765.5248289144,18,22,2
1031,3727.138826375045,18,23,2
1032,4002.161105198693,19,0,2
1033,3645.0730513370213,19,1,2
1034,3967.373416841636,19,2,2
1035,4041.9449517964285,19,3,2
1036,4052.5907479559173,19,4,2
1037,3704.293194395321,19,5,2
1038,4438.226674798231,19,6,2
1039,3597.99064645037,19,7,2
1040,3879.8444689158478,19,8,2
1041,4135.413647030268,19,9,2
1042,3968.5970298088787,19,10,2
1043,3680.2344270081676,19,11,2
1044,3592.70845420386,19,12,2
1045,4138.348571252128,19,13,2
1046,3929.483877283527,19,14,2
1047,3847.9700296284227,19,15,2
1048,3979.8275565581034,19,16,2
1049,4134.613265194175,19,17,2
1050,3740.569147425948,19,18,2
1051,4001.2144795247013,19,19,2
1052,4022.8383286961675,19,20,2
1053,4244.659724129121,19,21,2
1054,3552.9275266982236,19,22,2
1055,4085.8071383536367,19,23,2
1056,3635.252315184276,20,0,2
1057,3745.029941750537,20,1,2
1058,4053.855039377202,20,2,2
1059,3794.271263970553,20,3,2
1060,3602.9452932772556,20,4,2
1061,3941.770090258781,20,5,2
1062,4400.328604178149,20,6,2
1063,3381.984473566982,20,7,2
1064,4348.992310374857,20,8,2
1065,3523.991078756391,20,9,2
1066,4017.875466414311,20,10,2
1067,3742.4845296925796,20,11,2
1068,4335.650617325164,20,12,2
1069,4427.0482805245765,20,13,2
1070,3827.4256902309644,20,14,2
1071,4236.693250916477,20,15,2
1072,3578.175659348672,20,16,2
1073,3700.310281642255,20,17,2
1074,3833.02012109901,20,18,2
1075,3835.397999990169,20,19,2
1076,3713.0837394466485,20,20,2
1077,4595.730860633825,20,21,2
1078,3280.7508068613724,20,22,2
1079,3948.808516241361,20,23,2
1080,4402.151333478593,21,0,2
1081,4000.2187611900213,21,1,2
1082,4262.448335836326,21,2,2
1083,3660.841744012737,21,3,2
1084,4140.064065989109,21,4,2
1085,3994.037145731295,21,5,2
1086,4251.324961515998,21,6,2
1087,3625.9987808887454,21,7,2
1088,3927.858912068108,21,8,2
1089,3726.5230053258483,21,9,2
1090,4283.488975201028,21,10,2
1091,4195.246834135708,21,11,2
1092,3835.111512743188,21,12,2
1093,3600.186257420167,21,13,2
1094,3996.3025693282884,21,14,2
1095,4335.944018383285,21,15,2
1096,4163.08227422275,21,16,2
1097,4040.7984773406415,21,17,2
1098,4163.988866979876,21,18,2
1099,4203.290238171764,21,19,2
1100,4438.300201602806,21,20,2
1101,4062.935964060863,21,21,2
1102,4034.9942814351934,21,22,2
1103,3706.2425697230296,21,23,2
1104,4351.136012179657,22,0,2
1105,3919.2725883134067,22,1,2
1106,3921.3490706554967,22,2,2
1107,3177.2763228679532,22,3,2
1108,3561.4601718124754,22,4,2
1109,3859.891789061574,22,5,2
1110,3745.8470041247974,22,6,2
1111,4346.5170351268835,22,7,2
1112,3561.1470463608416,22,8,2
1113,3750.9182057003595,22,9,2
1114,3526.1893810342426,22,10,2
1115,3669.052034406263,22,11,2
1116,3746.1174400686414,22,12,2
1117,4122.5114256959805,22,13,2
1118,4226.10773204567,22,14,2
1119,3848.1734488233055,22,15,2
1120,4183.994842811035,22,16,2
1121,3644.892420121953,22,17,2
1122,3823.016715350866,22,18,2
1123,4157.317053832543,22,19,2
1124,4276.032356290818,22,20,2
1125,3656.05503529133,22,21,2
1126,3879.159234517683,22,22,2
1127,3709.312584047391,22,23,2
1128,3776.5003344536894,23,0,2
1129,3655.7384707646534,23,1,2
1130,4140.092243980039,23,2,2
1131,4033.9660213661423,23,3,2
1132,3562.7573935125956,23,4,2
1133,3787.0632745776006,23,5,2
1134,4193.603534011694,23,6,2
1135,4026.8804980836944,23,7,2
1136,4726.778806395605,23,8,2
1137,4182.509937392072,23,9,2
1138,4301.9821877663535,23,10,2
1139,3365.7953618992574,23,11,2
1140,4026.0534939949707,23,12,2
1141,4018.0119284427924,23,13,2
1142,3872.1841390787363,23,14,2
1143,4034.429670690355,23,15,2
1144,3870.4172916643292,23,16,2
1145,3705.1287631851046,23,17,2
1146,4163.834735404732,23,18,2
1147,3657.0558703261013,23,19,2
1148,3509.198101117854,23,20,2
1149,3648.5732858078327,23,21,2
1150,3282.961914189527,23,22,2
1151,3893.2354952924297,23,23,2
1152,3966.452696509271,0,0,3
1153,3502.678551716133,0,1,3
1154,4610.46435106945,0,2,3
1155,4040.6553363011653,0,3,3
1156,3656.9144922064406,0,4,3
1157,3628.024470358468,0,5,3
1158,4355.333325897342,0,6,3
1159,4298.409174712475,0,7,3
1160,3786.5307998460694,0,8,3
1161,4086.497440919109,0,9,3
1162,4310.4857253379105,0,10,3
1163,3666.392309241481,0,11,3
1164,4227.324679994853,0,12,3
1165,3607.8815887969554,0,13,3
1166,4054.980973358726,0,14,3
1167,4033.6194618609647,0,15,3
1168,4556.933903307678,0,16,3
1169,4219.0363373994915,0,17,3
1170,4376.561162290045,0,18,3
1171,4020.7943448124433,0,19,3
1172,4124.657049607834,0,20,3
1173,4205.343042968441,0,21,3
1174,4679.7777053224945,0,22,3
1175,4428.330482784586,0,23,3
1176,4216.813402983892,1,0,3
1177,4554.585713953191,1,1,3
1178,4352.923456110654,1,2,3
1179,3885.250570760577,1,3,3
1180,4077.49127251764,1,4,3
1181,3765.8093640897027,1,5,3
1182,3888.7153549749237,1,6,3
1183,4317.369429514455,1,7,3
1184,4315.792881434569,1,8,3
1185,4072.0942883086727,1,9,3
1186,3913.6288206533513,1,10,3
1187,4134.6292140573,1,11,3
1188,4085.4511083942043,1,12,3
1189,4092.885453151518,1,13,3
1190,4139.595719447324,1,14,3
1191,3849.5904548270946,1,15,3
1192,4395.419796512437,1,16,3
1193,4110.935541814384,1,17,3
1194,3776.1502087053354,1,18,3
1195,4068.207713200758,1,19,3
1196,4213.241100103387,1,20,3
1197,3996.467750225263,1,21,3
1198,3877.9847207849016,1,22,3
1199,4000.312872656647,1,23,3
1200,4262.388712033435,2,0,3
1201,4043.3976350173994,2,1,3
1202,3811.0060801158393,2,2,3
1203,3987.3884093943825,2,3,3
1204,3919.4042630778467,2,4,3
1205,4293.700257253682,2,5,3
1206,3819.9359385655343,2,6,3
1207,4323.23241245333,2,7,3
1208,4047.020963865557,2,8,3
1209,4469.722763842778,2,9,3
1210,3961.178610433915,2,10,3
1211,4015.160676405857,2,11,3
1212,3990.0635960147897,2,12,3
1213,3786.1702626497977,2,13,3
1214,4539.395505087763,2,14,3
1215,3311.2885258751003,2,15,3
1216,4549.602623642418,2,16,3
1217,3989.2702729613493,2,17,3
1218,4172.682562571112,2,18,3
1219,4177.14190398962,2,19,3
1220,3734.800517680048,2,20,3
1221,4132.624838279216,2,21,3
1222,4059.362641375979,2,22,3
1223,4465.325479995815,2,23,3
1224,3785.154295473844,3,0,3
1225,3799.5803061136266,3,1,3
1226,4587.748307006924,3,2,3
1227,3747.391211014561,3,3,3
1228,3557.5947653596227,3,4,3
1229,3986.782996326302,3,5,3
1230,4236.3533030040035,3,6,3
1231,4360.294299557715,3,7,3
1232,4118.528417761489,3,8,3
1233,4517.255008556607,3,9,3
1234,4053.58457925351,3,10,3
1235,3881.754707591331,3,11,3
1236,3926.497298262772,3,12,3
1237,4018.2882630280146,3,13,3
1238,4151.216260673836,3,14,3
1239,3855.182523369735,3,15,3
1240,3824.3276694299193,3,16,3
1241,3773.6979921592683,3,17,3
1242,4494.3402361747385,3,18,3
1243,4063.544433087114,3,19,3
1244,4499.622754396448,3,20,3
1245,4092.154723710109,3,21,3
1246,4395.727465440514,3,22,3
1247,3774.0153449004597,3,23,3
1248,3911.9860056858342,4,0,3
1249,2968.3143908142856,4,1,3
1250,4169.626283507068,4,2,3
1251,3919.7260061491043,4,3,3
1252,3924.6341977698444,4,4,3
1253,4035.4483349343054,4,5,3
1254,4040.4810803841197,4,6,3
1255,4133.173919909957,4,7,3
1256,4150.786119160675,4,8,3
1257,3857.9561196656155,4,9,3
1258,3660.3218833872606,4,10,3
1259,3720.1117476102577,4,11,3
1260,3607.771768452465,4,12,3
1261,4182.249901757023,4,13,3
1262,3666.1449222806755,4,14,3
1263,4193.618664908207,4,15,3
1264,4256.688711648583,4,16,3
1265,3728.062746746318,4,17,3
1266,3915.2683233555513,4,18,3
1267,4155.731903347543,4,19,3
1268,4308.583596138659,4,20,3
1269,3937.0077459664035,4,21,3
1270,4244.301427444374,4,22,3
1271,3979.3306583552917,4,23,3
1272,3530.1429977809557,5,0,3
1273,3879.6947047433605,5,1,3
1274,3125.3481197493898,5,2,3
1275,3928.0141146477486,5,3,3
1276,4036.0547131798266,5,4,3
1277,4342.322935871216,5,5,3
1278,4149.293739236082,5,6,3
1279,4041.1640957453524,5,7,3
1280,4160.764596572135,5,8,3
1281,4016.763333698334,5,9,3
1282,4494.263824473431,5,10,3
1283,4306.028349116549,5,11,3
1284,3834.2948302932373,5,12,3
1285,4384.05409822317,5,13,3
1286,3935.284366985835,5,14,3
1287,3959.2906840098462,5,15,3
1288,3897.863292967937,5,16,3
1289,4272.127614227367,5,17,3
1290,4149.7545922862855,5,18,3
1291,3873.1776024468145,5,19,3
1292,3826.380727552993,5,20,3
1293,3890.6884275490834,5,21,3
1294,3684.737330690673,5,22,3
1295,4226.598083635623,5,23,3
1296,4414.552519099357,6,0,3
1297,4102.467273752858,6,1,3
1298,3954.839653136956,6,2,3
1299,3870.7539723812206,6,3,3
1300,3725.8666712900854,6,4,3
1301,4526.563700006337,6,5,3
1302,3916.1722288717842,6,6,3
1303,4436.019771672705,6,7,3
1304,4283.844930082217,6,8,3
1305,3864.1629986066337,6,9,3
1306,3829.2484845837434,6,10,3
1307,3999.2205198992374,6,11,3
1308,4129.241031260261,6,12,3
1309,3964.6386824093483,6,13,3
1310,4060.8362090115725,6,14,3
1311,3750.5797164547307,6,15,3
1312,4576.540650729157,6,16,3
1313,3911.914623211761,6,17,3
1314,4156.577705180399,6,18,3
1315,3688.0320929053933,6,19,3
1316,3991.302572901038,6,20,3
1317,4152.432917201016,6,21,3
1318,4329.196812907199,6,22,3
1319,4270.010824109774,6,23,3
1320,3676.4520766299433,7,0,3
1321,4590.488226029782,7,1,3
1322,3044.6467036054946,7,2,3
1323,4427.4158048209965,7,3,3
1324,4316.935160423551,7,4,3
1325,3807.1023405372907,7,5,3
1326,3479.7314960961126,7,6,3
1327,4023.4835765042044,7,7,3
1328,3916.40391120408,7,8,3
1329,3706.9236118317326,7,9,3
1330,4090.035573958107,7,10,3
1331,4044.4886205820917,7,11,3
1332,4044.1211509672803,7,12,3
1333,3775.321369531205,7,13,3
1334,3831.4110745028634,7,14,3
1335,3660.7423004985517,7,15,3
1336,4041.1688112230872,7,16,3
1337,3650.285610973284,7,17,3
1338,4127.142164601577,7,18,3
1339,3881.134196813039,7,19,3
1340,3968.6833240275546,7,20,3
1341,4404.16120983243,7,21,3
1342,4097.801329030379,7,22,3
1343,3941.164706966424,7,23,3
1344,3726.142117185495,8,0,3
1345,4118.524371412359,8,1,3
1346,3962.0300348659434,8,2,3
1347,4207.7643525973,8,3,3
1348,4314.375552963423,8,4,3
1349,3566.9405961813472,8,5,3
1350,4334.162000482759,8,6,3
1351,3610.923822547351,8,7,3
1352,4115.837350463029,8,8,3
1353,4346.624318161799,8,9,3
1354,4066.353662497106,8,10,3
1355,4297.317953421241,8,11,3
1356,4179.101093830202,8,12,3
1357,4055.9378891204074,8,13,3
1358,4079.002994812436,8,14,3
1359,4134.62703101229,8,15,3
1360,3904.9290025108244,8,16,3
1361,3711.493340310765,8,17,3
1362,3803.73753994589,8,18,3
1363,4023.636355547738,8,19,3
1364,3754.3708693425033,8,20,3
1365,4066.270026734008,8,21,3
1366,4154.280307740941,8,22,3
1367,4171.710450152455,8,23,3
1368,3841.060393239628,9,0,3
1369,4237.501256222433,9,1,3
1370,3693.76482080628,9,2,3
1371,3781.9595637836833,9,3,3
1372,3888.781751043252,9,4,3
1373,4454.251812306095,9,5,3
1374,3826.2210394294557,9,6,3
1375,3560.344410326797,9,7,3
1376,4183.322649822113,9,8,3
1377,3860.5783449181013,9,9,3
1378,4172.832046906984,9,10,3
1379,5146.930799119759,9,11,3
1380,3933.0917269775236,9,12,3
1381,3676.076124567904,9,13,3
1382,3554.4974775707833,9,14,3
1383,3918.9065565988453,9,15,3
1384,3980.4380224586816,9,16,3
1385,4210.215072729561,9,17,3
1386,4128.730477614926,9,18,3
1387,3536.6631199253657,9,19,3
1388,4052.592033884385,9,20,3
1389,3917.3109341912254,9,21,3
1390,3328.646164515612,9,22,3
1391,3838.962733456262,9,23,3
1392,4022.8351912728467,10,0,3
1393,3863.766740198151,10,1,3
1394,3887.863758288789,10,2,3
1395,3958.9249403385493,10,3,3
1396,4152.919735974937,10,4,3
1397,4472.852569274263,10,5,3
1398,3888.271270451446,10,6,3
1399,4082.7166845575202,10,7,3
1400,3263.5633884851186,10,8,3
1401,4310.906191605915,10,9,3
1402,4010.6962083987,10,10,3
1403,4212.093611371003,10,11,3
1404,3920.17848330274,10,12,3
1405,3419.0717047624303,10,13,3
1406,3914.0812926926546,10,14,3
1407,3419.595073856013,10,15,3
1408,3919.463493614209,10,16,3
1409,3560.591673385715,10,17,3
1410,3441.5526628621014,10,18,3
1411,4546.414415514389,10,19,3
1412,3431.342757096777,10,20,3
1413,3978.777026568284,10,21,3
1414,3653.988536736729,10,22,3
1415,3994.588638607106,10,23,3
1416,3740.3242503779206,11,0,3
1417,4250.241786807512,11,1,3
1418,3975.83211296762,11,2,3
1419,4391.1634883444285,11,3,3
1420,4314.61272152582,11,4,3
1421,4078.1832069467614,11,5,3
1422,3649.1742218101244,11,6,3
1423,3365.1080988683457,11,7,3
1424,3986.669433822731,11,8,3
1425,4160.736473262948,11,9,3
1426,3763.7124613619444,11,10,3
1427,4014.2377216607765,11,11,3
1428,3493.286974266576,11,12,3
1429,4196.521112858758,11,13,3
1430,3948.207064662598,11,14,3
1431,4043.148531406912,11,15,3
1432,3595.7977175412584,11,16,3
1433,4487.485944293805,11,17,3
1434,3836.2332583121333,11,18,3
1435,3633.7614446538564,11,19,3
1436,4246.242086442767,11,20,3
1437,4485.9643707695495,11,21,3
1438,3856.8745379609813,11,22,3
1439,3601.929604145308,11,23,3
1440,3753.699367258711,12,0,3
1441,3735.0956866745782,12,1,3
1442,4771.696704752814,12,2,3
1443,3651.5267123323115,12,3,3
1444,3666.9033900444074,12,4,3
1445,3833.665241198726,12,5,3
1446,4454.626504549099,12,6,3
1447,3982.6139320454304,12,7,3
1448,3761.9123112473144,12,8,3
1449,4075.6939006134085,12,9,3
1450,3583.492420591256,12,10,3
1451,3884.4463542171934,12,11,3
1452,4290.36784998531,12,12,3
1453,4399.75833317826,12,13,3
1454,4052.2830020720744,12,14,3
1455,4009.8938631007745,12,15,3
1456,4153.64532525137,12,16,3
1457,3989.9026150019,12,17,3
1458,4595.099942188949,12,18,3
1459,3835.7459631844167,12,19,3
1460,4706.010280267617,12,20,3
1461,3788.3106151427623,12,21,3
1462,4258.1814941791135,12,22,3
1463,3746.7159106109975,12,23,3
1464,3885.1310108690036,13,0,3
1465,3848.863471112287,13,1,3
1466,4339.564797424735,13,2,3
1467,4051.9188023163592,13,3,3
1468,4101.684183213652,13,4,3
1469,4347.5381335755665,13,5,3
1470,3792.5122609198556,13,6,3
1471,3896.303675550384,13,7,3
1472,3901.4633739811816,13,8,3
1473,4037.24385332236,13,9,3
1474,3667.7300259753924,13,10,3
1475,4000.5365922440064,13,11,3
1476,4188.2426705654325,13,12,3
1477,4118.059007191755,13,13,3
1478,3654.7019374555466,13,14,3
1479,4168.2747807623955,13,15,3
1480,4068.2999047792214,13,16,3
1481,3984.694418253687,13,17,3
1482,4402.957886700866,13,18,3
1483,3964.5846402771454,13,19,3
1484,3946.0878759785096,13,20,3
1485,4331.995876936306,13,21,3
1486,3658.705252381342,13,22,3
1487,3501.7636657806615,13,23,3
1488,3844.034793460203,14,0,3
1489,3469.2910025777624,14,1,3
1490,3969.784575517162,14,2,3
1491,3984.3887112772077,14,3,3
1492,3591.157823591956,14,4,3
1493,4027.37020053488,14,5,3
1494,4009.7248367064026,14,6,3
1495,3953.5025475416232,14,7,3
1496,3483.500592193706,14,8,3
1497,4063.9971332064215,14,9,3
1498,4077.2908585546757,14,10,3
1499,3915.479175766401,14,11,3
1500,3995.103791662681,14,12,3
1501,4453.863861971578,14,13,3
1502,4291.168144054279,14,14,3
1503,3856.8770660521004,14,15,3
1504,4390.402751338032,14,16,3
1505,3436.1979992167553,14,17,3
1506,3903.8273674413654,14,18,3
1507,3725.58980545738,14,19,3
1508,4215.479554413939,14,20,3
1509,4267.842094849769,14,21,3
1510,3853.5944527587912,14,22,3
1511,3912.327772471552,14,23,3
1512,4119.571174759248,15,0,3
1513,4583.769090243349,15,1,3
1514,4105.881762385584,15,2,3
1515,3704.4331772482865,15,3,3
1516,4338.018836491925,15,4,3
1517,3996.098898722291,15,5,3
1518,3956.895966983441,15,6,3
1519,4432.922168397293,15,7,3
1520,4118.77255053423,15,8,3
1521,3880.4341336334537,15,9,3
1522,4337.58154952246,15,10,3
1523,4158.171650369941,15,11,3
1524,4502.793208654957,15,12,3
1525,4145.57982538811,15,13,3
1526,4623.785687030409,15,14,3
1527,4422.831184046428,15,15,3
1528,4461.77658856802,15,16,3
1529,3689.6524693578776,15,17,3
1530,4509.296823030608,15,18,3
1531,3942.8939569764143,15,19,3
1532,4205.509240326499,15,20,3
1533,3389.753103368373,15,21,3
1534,3542.6606624540427,15,22,3
1535,3780.4641425232335,15,23,3
1536,4437.381260351073,16,0,3
1537,4054.6921724930257,16,1,3
1538,4133.151196674174,16,2,3
1539,3835.085699564321,16,3,3
1540,4148.28484411871,16,4,3
1541,4370.45775712062,16,5,3
1542,4064.0911070845414,16,6,3
1543,3843.6830863825826,16,7,3
1544,3944.9065349968087,16,8,3
1545,4083.5563743089688,16,9,3
1546,4699.310648212018,16,10,3
1547,3962.913185809777,16,11,3
1548,3710.7010502893695,16,12,3
1549,4381.342090651836,16,13,3
1550,4317.741090098338,16,14,3
1551,4112.648932009636,16,15,3
1552,3492.784875816545,16,16,3
1553,4557.924128960594,16,17,3
1554,4046.7380127248452,16,18,3
1555,3987.179745327929,16,19,3
1556,4216.83735000041,16,20,3
1557,3817.2080596201754,16,21,3
1558,3925.2242590903056,16,22,3
1559,3671.343760214739,16,23,3
1560,4236.98377127448,17,0,3
1561,4140.101311286631,17,1,3
1562,3900.0874008618985,17,2,3
1563,3861.3745108934863,17,3,3
1564,3790.852221413459,17,4,3
1565,4252.5315505444705,17,5,3
1566,4374.628582126413,17,6,3
1567,3518.73299067816,17,7,3
1568,3743.4174982195777,17,8,3
1569,3709.54798029091,17,9,3
1570,4203.262903487438,17,10,3
1571,3470.034709054585,17,11,3
1572,3895.0121061118157,17,12,3
1573,3672.630500970722,17,13,3
1574,4531.948886181778,17,14,3
1575,3595.9703480426138,17,15,3
1576,3934.8846606793422,17,16,3
1577,3741.9805953562905,17,17,3
1578,3637.0644669100643,17,18,3
1579,4483.842181318513,17,19,3
1580,3801.247574657381,17,20,3
1581,4089.688086711442,17,21,3
1582,4530.837661076191,17,22,3
1583,4245.677611449575,17,23,3
1584,4304.082256171482,18,0,3
1585,4067.0868261236583,18,1,3
1586,3810.2815489674113,18,2,3
1587,3986.255480153698,18,3,3
1588,3401.0468256674585,18,4,3
1589,3815.614647133932,18,5,3
1590,4151.54117498302,18,6,3
1591,4371.360319823667,18,7,3
1592,4476.871538339707,18,8,3
1593,3886.0079777158917,18,9,3
1594,3697.6496372538913,18,10,3
1595,4182.601972815858,18,11,3
1596,4048.851556975086,18,12,3
1597,4325.906472803277,18,13,3
1598,4010.5179063368505,18,14,3
1599,4010.3135201661185,18,15,3
1600,4555.173688036136,18,16,3
1601,3715.0063827519484,18,17,3
1602,4056.002346397552,18,18,3
1603,4098.939889423054,18,19,3
1604,3746.802584236961,18,20,3
1605,4429.372093303982,18,21,3
1606,3649.9773086722967,18,22,3
1607,3998.0592042757467,18,23,3
1608,4011.368181192176,19,0,3
1609,4076.804732863383,19,1,3
1610,3800.0831571474005,19,2,3
1611,3838.9227251840575,19,3,3
1612,3491.382078668685,19,4,3
1613,4697.937263691925,19,5,3
1614,4139.788242082518,19,6,3
1615,4128.069205724202,19,7,3
1616,4280.068529920812,19,8,3
1617,4053.0938757423405,19,9,3
1618,3849.305561565105,19,10,3
1619,3791.698215913392,19,11,3
1620,3699.8241258874145,19,12,3
1621,4367.540382605039,19,13,3
1622,4255.521768801931,19,14,3
1623,4488.720461081057,19,15,3
1624,4168.579579464235,19,16,3
1625,4210.171025323895,19,17,3
1626,3912.0081849111566,19,18,3
1627,3687.608809094116,19,19,3
1628,3765.9133028466367,19,20,3
1629,3717.905417668563,19,21,3
1630,3667.629830414785,19,22,3
1631,4599.549529592728,19,23,3
1632,3530.811049718032,20,0,3
1633,3637.3145076587825,20,1,3
1634,4009.2211572924543,20,2,3
1635,4045.919350153385,20,3,3
1636,3697.4836201560147,20,4,3
1637,3741.558635608384,20,5,3
1638,4127.305354946111,20,6,3
1639,3766.706662309833,20,7,3
1640,3525.0225265613317,20,8,3
1641,3656.2968938173944,20,9,3
1642,3756.295715882326,20,10,3
1643,4125.598494479702,20,11,3
1644,3341.2578392207147,20,12,3
1645,3949.2960154823477,20,13,3
1646,4036.14563631861,20,14,3
1647,4294.691087215837,20,15,3
1648,3438.454424263586,20,16,3
1649,3988.1602830410307,20,17,3
1650,3599.05605862205,20,18,3
1651,4732.941914571041,20,19,3
1652,3877.414322233433,20,20,3
1653,3616.3131643372917,20,21,3
1654,4590.230929172844,20,22,3
1655,4269.01553452325,20,23,3
1656,4224.031792912862,21,0,3
1657,4178.932074253807,21,1,3
1658,4194.112156614019,21,2,3
1659,4183.443974009575,21,3,3
1660,3921.653513451946,21,4,3
1661,4033.4324192040767,21,5,3
1662,3931.836475641219,21,6,3
1663,4092.305275129309,21,7,3
1664,3647.545852593852,21,8,3
1665,3976.788429390783,21,9,3
